DateID,LabID,OthLabID,Problems,CRA,Error,DC13,Material,Species,SiteID,SiteName,SiteContext,SiteType,Longitude,Latitude,LocQual,Source,Comments
2187,,,NoLabID,6741,50,,,,13120,"Defensola A, Gargano",A,mine (flint),16.1482,41.8989,A,Muntoni and Tarantini 2011,
2188,,,NoLabID,6740,80,,,,13120,"Defensola A, Gargano",A,mine (flint),16.1482,41.8989,A,Muntoni and Tarantini 2011,
2189,,,NoLabID,6650,70,,,,13120,"Defensola A, Gargano",A,mine (flint),16.1482,41.8989,A,Muntoni and Tarantini 2011,
2190,,,NoLabID,6650,50,,,,13120,"Defensola A, Gargano",A,mine (flint),16.1482,41.8989,A,Muntoni and Tarantini 2011,
2191,,,NoLabID,6570,70,,,,13120,"Defensola A, Gargano",A,mine (flint),16.1482,41.8989,A,Muntoni and Tarantini 2011,
2192,,,NoLabID,6417,55,,,,13120,"Defensola A, Gargano",A,mine (flint),16.1482,41.8989,A,Muntoni and Tarantini 2011,
2193,,,NoLabID,6334,50,,,,13120,"Defensola A, Gargano",A,mine (flint),16.1482,41.8989,A,Muntoni and Tarantini 2011,
2194,,,NoLabID,8290,90,,,,16383,Grotta Marisa,,cave,18.4459,40.1902,A,CalPal,
2195,,,NoLabID,8290,90,,,,16383,Grotta Marisa,,cave,18.4459,40.1902,A,CalPal,
2196,,,NoLabID,8240,120,,,,16383,Grotta Marisa,,cave,18.4459,40.1902,A,CalPal,
2197,,,NoLabID,5850,60,,,,16399,"San Rossore, Poggio di Mezzo",,settlement,10.4684,43.7366,A,Grifoni Cremonesi 2001,
2198,,,NoLabID,5150,80,,,,16399,"San Rossore, Poggio di Mezzo",,settlement,10.4684,43.7366,A,CalPal,
2199,,,NoLabID,7600,100,,bone,Bos,16400,Santa Tecchia,,settlement,15.9021,41.6206,A,Müller 1991; CalPal,
2200,,,NoLabID,7550,120,,,,16400,Santa Tecchia,6,settlement,15.9021,41.6206,A,Manen and Sabatier 2003,
2201,,,NoLabID,4690,250,,,,16405,Torre Spaccata,,settlement,12.5865,41.8743,A,CalPal,
2202,,,NoLabID,3163,60,,,,16618,Rocavecchia,,settlement,18.4262,40.2874,A,Pacciarelli et al. 2015,
2203,,,NoLabID,3013,35,,,,16618,Rocavecchia,,settlement,18.4262,40.2874,A,Pacciarelli et al. 2015,
2204,,,NoLabID,2947,55,,,,16618,Rocavecchia,,settlement,18.4262,40.2874,A,Pacciarelli et al. 2015,
2205,,,NoLabID,2926,55,,,,16618,Rocavecchia,,settlement,18.4262,40.2874,A,Pacciarelli et al. 2015,
2206,,,NoLabID,2876,60,,,,16618,Rocavecchia,,settlement,18.4262,40.2874,A,Pacciarelli et al. 2015,
2207,,,NoLabID,4609,45,,bone,Homo Sapiens,16658,"Necropoli di Chiusa d'Ermini, Ischia di Castro",Tomb 3,cemetery,11.7609,42.5434,A,Negroni Catacchio and Aspesi 2013,
2208,,,NoLabID,4550,45,,bone,Homo Sapiens,16658,"Necropoli di Chiusa d'Ermini, Ischia di Castro",Tomb 1,cemetery,11.7609,42.5434,A,Negroni Catacchio and Aspesi 2013,
2209,,,NoLabID,4424,45,,bone,Homo Sapiens,16658,"Necropoli di Chiusa d'Ermini, Ischia di Castro",Tomb 1,cemetery,11.7609,42.5434,A,Negroni Catacchio and Aspesi 2013,
2210,,,NoLabID,3964,45,,bone,Homo Sapiens,16658,"Necropoli di Chiusa d'Ermini, Ischia di Castro",Tomb 3,cemetery,11.7609,42.5434,A,Negroni Catacchio and Aspesi 2013,
2211,,,NoLabID,2260,30,,,,16855,Monte Giulio,,,12.2565,41.7871,A,Arnoldus-Huyzendveld et al. 2015,
2212,,,NoLabID,2215,30,,,,16855,Monte Giulio,,,12.2565,41.7871,A,Arnoldus-Huyzendveld et al. 2015,
2213,,,NoLabID,2185,30,,,,16855,Monte Giulio,,,12.2565,41.7871,A,Arnoldus-Huyzendveld et al. 2015,
2214,,,NoLabID,2785,34,,organic clay,,16869,Pisa,,settlement,10.4007,43.7186,A,Bini et al. 2018,
2215,,,NoLabID,4155,64,,wood,,16869,Pisa,,settlement,10.4007,43.7186,A,Bini et al. 2018,
2216,,,NoLabID,3496,27,,wood,,16869,Pisa,,settlement,10.4007,43.7186,A,Bini et al. 2018,
2217,,,NoLabID,2843,23,,wood,,16869,Pisa,,settlement,10.4007,43.7186,A,Bini et al. 2018,
2218,,,NoLabID,2777,23,,wood,,16869,Pisa,,settlement,10.4007,43.7186,A,Bini et al. 2018,
2219,,,NoLabID,2563,75,,wood,,16869,Pisa,,settlement,10.4007,43.7186,A,Bini et al. 2018,
2220,,,NoLabID,2559,28,,wood,,16869,Pisa,,settlement,10.4007,43.7186,A,Bini et al. 2018,
2221,,,NoLabID,2465,27,,wood,,16869,Pisa,,settlement,10.4007,43.7186,A,Bini et al. 2018,
2222,,,NoLabID,2456,41,,wood,,16869,Pisa,,settlement,10.4007,43.7186,A,Bini et al. 2018,
2223,,T11,,1978,25,,bone,Homo Sapiens,16874,Populonia-Baratti,,settlement,10.5023,42.9901,A,Calabrisotto et al. 2009,
2224,,T12,,1946,30,,bone,Homo Sapiens,16874,Populonia-Baratti,,settlement,10.5023,42.9901,A,Calabrisotto et al. 2009,
2225,,,noLabID,2618,24,,charcoal,,16874,Populonia-Baratti,,settlement,10.5023,42.9901,A,Chiarantini et al. 2009,
2226,,,noLabID,2595,26,,charcoal,,16874,Populonia-Baratti,,settlement,10.5023,42.9901,A,Cartocci et al. 2007,
2227,,,noLabID,2573,22,,charcoal,,16874,Populonia-Baratti,,settlement,10.5023,42.9901,A,Cartocci et al. 2007,
2228,,,noLabID,2547,37,,charcoal,,16874,Populonia-Baratti,,settlement,10.5023,42.9901,A,Chiarantini et al. 2009,
2229,,,NoLabID,3534,39,,bone,Homo Sapiens,17519,"Alba, Corso Piave, nuova piscina comunale",burial,settlement,8.0198,44.6899,A,Venturino Gambari et al. 2011,
2230,,,NoLabID,3610,50,,,,18038,Pomigliano d'Arco,,settlement,14.4,40.9167,A,Albore Livadie et al. 1998,
2231,,,NoLabID,3510,50,,,,18038,Pomigliano d'Arco,,settlement,14.4,40.9167,A,Albore Livadie et al. 1998,
2232,,,NoLabID,3760,70,,,,18040,Palma Campania,,,14.55,40.8667,A,Albore Livadie et al. 1998,
2233,,,NoLabID,3660,45,,,,18041,Samo,,,14.6167,40.8167,A,Albore Livadie et al. 1998,
2234,,,NoLabID,3615,45,,,,18041,Samo,,,14.6167,40.8167,A,Albore Livadie et al. 1998,
2235,,,NoLabID,3520,160,,,,18042,Ottaviano,,settlement,14.4833,40.85,A,Albore Livadie et al. 1998,
2236,,,NoLabID,3360,40,,,,18042,Ottaviano,,settlement,14.4833,40.85,A,Albore Livadie et al. 1998,
2237,,,NoLabID,3400,160,,,,18043,Terzigno,,settlement,14.4844,40.7931,A,Albore Livadie et al. 1998,
2238,,,NoLabID,3480,100,,,,18044,Somma Vesuviana,,settlement,14.4369,40.8725,A,Albore Livadie et al. 1998,
2239,,,NoLabID,3279,60,,,,18044,Somma Vesuviana,,settlement,14.4369,40.8725,A,Saccoccio et al. 2013,
2240,,,NoLabID,3400,190,,,,18045,Fratta Minore,,,14.2667,40.95,A,Albore Livadie et al. 1998,
2241,,,NoLabID,3450,230,,,,18046,Pralola Serra,,,14.85,40.9833,A,Albore Livadie et al. 1998,
2242,,,NoLabID,3110,85,,,,18047,Ariano Irpino,,settlement,15.0842,41.15,A,Albore Livadie et al. 1998,
2243,,,NoLabID,4640,50,,bone,Homo Sapiens,19399,Colle Val d'Elsa,burial,,11.1272,43.42,A,Manfredini 2012,
2244,,,NoLabID,4510,13,,wood,,19400,S. Lorenzo a Greve,,,11.1901,43.7643,A,Manfredini 2012,
2245,,,NoLabID,2625,125,,charcoal,,25759,Duos Nuraghes,"structure 9, layer 2",settlement   ,9.0129,40.1209,A,Rubinos and Ruiz-Galvez 2003,
2246,,,NoLabID,4850,84,,,,25828,Barbian,,settlement,11.5167,46.6,A,Facchinetti 2012,
2247,,,NoLabID,6394,45,,,,25829,"Benefizio, Parma",layer 69,settlement,10.288,44.7826,A,Facchinetti 2012,
2248,,,NoLabID,4240,50,,bone,Homo Sapiens,25840,Casetta Mistici,,settlement,12.6022,41.8821,A,Anzidei et al. 2011,
2249,,,NoLabID,4464,45,,charcoal,,25840,Casetta Mistici,,settlement,12.6022,41.8821,A,Anzidei et al. 2011,
2250,,,,5921,50,,charcoal,,25856,"Grotta delle Uccerie, Favignana",,cave,12.309,37.9498,A,Natali and Forgia 2018,
2251,,,NoLabID,3185,70,,wood,,25869,Lago di Bolsena,boat,,11.9333,42.6,A,Calderoni et al. 2016,
2252,,,NoLabID,2970,70,,wood,,25869,Lago di Bolsena,boat,,11.9333,42.6,A,Calderoni et al. 2016,
2253,,,,3410,110,,charcoal,,25876,Madre Chiesa,,,13.9464,37.099,A,Skeates and Whitehouse 1996,
2254,,,NoLabID,6418,50,,bone,Homo Sapiens,25898,Portonovo,,settlement,13.5999,43.5612,A,Conati Barbaro et al. 2014,
2255,,,NoLabID,6555,45,,charcoal,Hordeum,25898,Portonovo,,settlement,13.5999,43.5612,A,Conati Barbaro et al. 2014,
2256,,,NoLabID,6500,50,,charcoal,,25898,Portonovo,,settlement,13.5999,43.5612,A,Conati Barbaro et al. 2014,
2257,,,NoLabID,3560,110,,bone,Homo Sapiens,25916,San Paolo Belsito,,settlement,14.5097,40.9312,A,Alessandri 2019,
2258,,,NoLabID,3225,140,,,,25916,San Paolo Belsito,,settlement,14.5097,40.9312,A,Alessandri 2019,
2259,,,NoLabID,4403,40,,charcoal,Alnus,25925,Tor Pagnotta,,settlement,12.496,41.8007,A,Anzidei et al. 2011,
2260,,,NoLabID,4281,60,,charcoal,Alnus,25925,Tor Pagnotta,,settlement,12.496,41.8007,A,Anzidei et al. 2011,
2261,,,NoLabID,5605,135,,,,25931,Ubiale Clanezzo,us 347,settlement,9.6167,45.7833,A,Facchinetti 2012,
2262,,,NoLabID,4505,160,,,,25931,Ubiale Clanezzo,US 3160,settlement,9.6167,45.7833,A,Facchinetti 2012,
2263,,,NoLabID,3232,45,,,,25942,Carluva,,settlement,16.1345,41.0268,A,Pacciarelli et al. 2015,
2264,,,NoLabID,3311,55,,,,25943,Le Chianche,,settlement,16.072,41.0831,A,Pacciarelli et al. 2015,
2265,,,NoLabID,3299,45,,,,25944,Castello Pignatelli,,,16.084,40.9689,A,Pacciarelli et al. 2015,
2266,,,NoLabID,3086,40,,,,25944,Castello Pignatelli,,,16.084,40.9689,A,Pacciarelli et al. 2015,
2267,,,NoLabID,3084,40,,,,25944,Castello Pignatelli,,,16.084,40.9689,A,Pacciarelli et al. 2015,
2268,,,NoLabID,3078,60,,,,25944,Castello Pignatelli,,,16.084,40.9689,A,Pacciarelli et al. 2015,
2269,,,NoLabID,3014,40,,,,25944,Castello Pignatelli,,,16.084,40.9689,A,Pacciarelli et al. 2015,
2270,,,NoLabID,3590,30,,,,25947,"Trani II, beach",,,16.4477,41.2619,A,Pacciarelli et al. 2015,
2271,,,NoLabID,3515,45,,,,25948,Masseria Caterina,,,16.1207,41.0762,A,Pacciarelli et al. 2015,
2272,,,NoLabID,3407,50,,,,25948,Masseria Caterina,,,16.1207,41.0762,A,Pacciarelli et al. 2015,
2273,,,NoLabID,3186,40,,,,25949,Mola di Bari,,,17.0833,41.0666,A,Pacciarelli et al. 2015,
2274,,,NoLabID,3150,60,,,,25950,Grotta della Tartaruga,,cave,16.9999,41.0841,A,Pacciarelli et al. 2015,
2275,,,NoLabID,3630,90,,charcoal,,25959,"Termine Est 1, Sesto Fiorentino",,settlement,11.23,43.8214,A,Alessandri 2019,
2276,,,NoLabID,3500,90,,charcoal,,25963,Isola di Coltano,,settlement,10.3853,43.6328,A,Alessandri 2019,
2277,,,NoLabID,6680,160,,charcoal,,25972,Su Coloru,,cave,8.8122,40.81583,A,Mazzucco et al. 2018,
2278,,,NoLabID,3470,60,,bones,Homo Sapiens,25973,"Su Cannisoni, Seulo",burial,cave,9.2396,39.8717,A,Sarigu et al. 2016,
2279,,,NoLabID,3380,70,,bones,Homo Sapiens,25974,"Su Cungiareddu de Serafini, Tani'",burial,cave,8.5587,39.2301,A,Sarigu et al. 2016,
2280,,,NoLabID,3190,80,,bones,Homo Sapiens,25975,"Stampu Erdi, Seulo",burial,cave,9.2355,39.8651,A,Sarigu et al. 2016,
2281,,,NoLabID,2940,70,,bones,Homo Sapiens,25976,"Capo Pecora, Arbus",burial,cave,8.3915,39.4477,A,Sarigu et al. 2016,
2282,,,NoLabID,2819,60,,bones,Homo Sapiens,25977,"Motrox 'e Bois, Usellus ",burial,cave,8.8495,39.8136,A,Sarigu et al. 2016,
2283,,,NoLabID,2880,60,,bones,Homo Sapiens,25978,Perdasdefogu,burial,cave,9.4333,39.6833,A,Sarigu et al. 2016,
2284,,,NoLabID,2700,40,,bones,Homo Sapiens,25979,"Grotta del Marinaio, Orosei",burial,cave,9.7166,40.3675,A,Sarigu et al. 2016,
2285,,,NoLabID,6571,50,,bone,Homo Sapiens,25983,Palata II,,settlement,14.7857,41.8909,A,Conati Barbaro 2017,
2286,,,NoLabID,6470,45,,bone,Homo Sapiens,25985,Masseria Fragella,burial,settlement,15.4709,41.476,A,Conati Barbaro 2017,
2287,,,NoLabID,4114,45,,bone,Homo Sapiens,25985,Masseria Fragella,grave H2,settlement,15.4709,41.476,A,Tunzi Sisto and Monaco 2010,
2288,,,NoLabID,4044,45,,bone,Homo Sapiens,25985,Masseria Fragella,grave H1,settlement,15.4709,41.476,A,Tunzi Sisto and Monaco 2010,
2289,,,NoLabID,6040,80,,,,26001,San Domenico,,,17.4283,40.8526,A,Fiorentino et al. 2013,
2290,,,NoLabID,6340,40,,,,26002,Capo Rondinella,,,17.2456,40.4636,A,Fiorentino et al. 2013,
2291,,,NoLabID,6130,80,,,,26002,Capo Rondinella,,,17.2456,40.4636,A,Fiorentino et al. 2013,
2292,,,NoLabID,6060,60,,,,26002,Capo Rondinella,,,17.2456,40.4636,A,Fiorentino et al. 2013,
2293,,,NoLabID,5570,40,,,,26002,Capo Rondinella,,,17.2456,40.4636,A,Fiorentino et al. 2013,
2294,,,NoLabID,4747,62,,,,26011,"Trescore Balneario, Canton",,settlement,9.8408,45.6966,A,Skeates and Whitehouse 1996,
2295,,,NoLabID,4605,79,,,,26011,"Trescore Balneario, Canton",,settlement,9.8408,45.6966,A,Skeates and Whitehouse 1996,
2296,,,NoLabID,4515,63,,,,26011,"Trescore Balneario, Canton",,settlement,9.8408,45.6966,A,Skeates and Whitehouse 1996,
2297,,,NoLabID,3995,180,,,,26011,"Trescore Balneario, Canton",,settlement,9.8408,45.6966,A,Skeates and Whitehouse 1996,
2298,,,NoLabID,3014,69,,,,26011,"Trescore Balneario, Canton",,settlement,9.8408,45.6966,A,Skeates and Whitehouse 1996,
2299,,,NoLabID,5185,55,,,,26012,Coppetella di Jesi,,settlement,13.3125,43.572,A,Skeates 2013,
2300,,,NoLabID,3150,40,,,,26024,"Ponte S. Marco, Calcinato",,settlement,10.4109,45.4751,A,Skeates and Whitehouse 1996,
2301,15C/0215,,,4420,40,,seed,Hordeum vulgare,25760,"Canelles, Selargius",Sub-Ozieri layer 39 US 1085,settlement   ,9.1629,39.2597,B,Ucchesu et al. 2018,
2302,A-4472,,,4840,200,-25.4,,,35,Piano Vento,Sect.B10,,13.7094,37.2,B,CalPal; Manen and Sabatier 2003,
2303,A-4473,,,5040,120,-24.7,,,35,Piano Vento,Sect.A9,,13.7094,37.2,B,CalPal; Manen and Sabatier 2003,
2304,A-4474,,,6130,90,-24.7,charcoal,,35,Piano Vento,Sect.A10,,13.7094,37.2,B,CalPal; Manen and Sabatier 2003,
2305,A-5722,,DuplicateID,3495,45,-24.6,charcoal,,40,Monte Grande,N/O-13-II/III,,11.4875,44.352,B,CalPal; Skeates 1994,
2306,A-5722,,,5485,60,,,,40,Monte Grande,,,11.4875,44.352,B,CalPal; Skeates 1994,
2307,A-5723,,,5485,60,-23.9,charcoal,,40,Monte Grande,P-8-III,,11.4875,44.352,B,CalPal; Skeates 1994,
2308,A-5724,,,3700,65,-24,charcoal,,40,Monte Grande,,,11.4875,44.352,B,CalPal; Skeates 1994,
2309,AA-10951,,,9458,91,,charcoal,,47,Riparo Fredian,5b,,10.35,44.0769,B,Boschian et al. 1997,
2310,AA-10952,,,10870,119,,charcoal,,47,Riparo Fredian,5b,,10.35,44.08,B,Boschian et al. 1997,
2311,AA-42635,,,10230,60,,bone,,5186,Rocchicella di Mineo,,settlement,14.6874,37.2732,B,Iovino et al. 2008,
2312,AA-44284,,,8070,95,,bone,,5186,Rocchicella di Mineo,,settlement,14.6874,37.2732,B,Iovino et al. 2008,
2313,AA-62119,,,5665,47,,charcoal,,201,"Porco (Monte Viso), Oncino",rock shelter,mine (jadeite),7.1813,44.6639,B,Pétrequin et al. 2006,
2314,AA-62120,,,5847,47,,charcoal,,201,"Porco (Monte Viso), Oncino",terrace upstream,mine (jadeite),7.1813,44.6639,B,Pétrequin et al. 2006,
2315,AA-62121,,,6110,48,,charcoal,,201,"Porco (Monte Viso), Oncino",terrace,mine (jadeite),7.1813,44.6639,B,Pétrequin et al. 2006,
2316,AA-62122,,,6146,49,,charcoal,,201,"Porco (Monte Viso), Oncino",terrace,mine (jadeite),7.1813,44.6639,B,Pétrequin et al. 2006,
2317,AA-62123,,,5959,49,,charcoal,,201,"Porco (Monte Viso), Oncino",terrace,mine (jadeite),7.1813,44.6639,B,Pétrequin et al. 2006,
2318,AA-62124,,,6231,48,,charcoal,,201,"Porco (Monte Viso), Oncino",terrace,mine (jadeite),7.1813,44.6639,B,Pétrequin et al. 2006,
2319,AA-62125,,,5931,48,,charcoal,,201,"Porco (Monte Viso), Oncino",terrace,mine (jadeite),7.1813,44.6639,B,Pétrequin et al. 2006,
2320,AA-64826,,,3957,56,-18.9,bone,Homo Sapiens,10510,Mindue Gureu,Post-Ozieri,,9.0236,39.7344,B,Paulsson 2017,
2321,AA-64828,,,4202,45,-19.2,bone,Homo Sapiens,10514,Scab'e Arriu,"Grave A, Post-Ozieri context",Rock-cut tomb,9.1159,39.2346,B,Paulsson 2017,
2322,AA-64829,,,3989,41,-19.3,bone,Homo Sapiens,10514,Scab'e Arriu,"Grave MCI, Monte Claro context",Rock-cut tomb,9.1159,39.2346,B,Paulsson 2017,
2323,AA-64830,,,4091,41,,bone,Homo Sapiens,10563,Seddas de Daga,Monte Claro,Rock-cut tomb,8.5361,39.3127,B,Paulsson 2017,
2324,AA-65493,,,6325,86,,bone,,90,Sa Punta - Marcedd,US 11,settlement ,8.6,39.7,B,Pearce 2013a; BANADORA,
2325,AA-72148,,,4496,46,,bone,Homo Sapiens,10632,Santa Caterina di Pittinuri,Post-Ozieri,Rock-cut tomb,8.4915,40.1074,B,Paulsson 2017,
2326,AA-72151,,,4289,47,,bone,Homo Sapiens,10633,Serra Cannigas,Post-Ozieri,Rock-cut tomb,9.0139,39.4644,B,Paulsson 2017,
2327,AA-72152,,,3845,41,-18.7,bone,Homo Sapiens,10644,"Padru Jossu, Sanluri",Grave A Bell Beaker context,settlement,8.9,39.5631,B,Paulsson 2017,
2328,AA-72153,,,3843,41,-19.2,bone,Homo Sapiens,10644,"Padru Jossu, Sanluri",Grave A Bell Beaker context,settlement,8.9,39.5631,B,Paulsson 2017,
2329,AA-72790,,,3957,56,-19.3,bone,Homo Sapiens,10644,"Padru Jossu, Sanluri",Grave MCI Monte Claro,settlement,8.9,39.5631,B,Paulsson 2017,
2330,AA-72791,,,3837,41,,bone,Homo Sapiens,10644,"Padru Jossu, Sanluri",,settlement,8.9,39.5631,B,Lai 2008,
2331,AA-72792,,,3790,41,,bone,Homo Sapiens,10644,"Padru Jossu, Sanluri",,settlement,8.9,39.5631,B,Lai 2008,
2332,AA-72793,,,4278,42,,bone,Homo Sapiens,10514,Scab'e Arriu,"Grave A, Post-Ozieri context",Rock-cut tomb,9.1159,39.2346,B,Paulsson 2017,
2333,AA-75645,,,8620,80,,bone,Homo Sapiens,25812,Su Carroppu,"testB-lev 4, bottom",rock shelter,8.5588,39.2069,B,Modi et al. 2017,
2334,AA-80544,,,8780,130,,bone,Homo Sapiens,25812,Su Carroppu,"testB-lev 4, bottom",rock shelter,8.5588,39.2069,B,Modi et al. 2017,
2335,AA-80545,,,9200,180,,bone,Homo Sapiens,25812,Su Carroppu,"testB-lev 4, bottom",rock shelter,8.5588,39.2069,B,Modi et al. 2017,
2336,AA-80546,,,6156,93,,bone,Sus scrofa,25812,Su Carroppu,,rock shelter,8.5588,39.2069,B,Lugliè 2018,
2337,AAR-4798.2,,,3575,50,-3.4,mortar,,16644,Torre delle Milizie,,,12.4866,41.8959,B,Ringbom et al. 2006,
2338,AAR-4802.2,,,3520,50,-6.4,mortar,,16643,Carolingian Structure,,,12.4864,41.8931,B,Ringbom et al. 2006,
2339,AECV-1996C,,,6360,180,,,,146,Fonte Chiarano,,,12.5838,45.73,B,Pinhasi et al. 2005,
2340,AECV-2011C,,,6790,70,,charcoal,,147,"Rio Tana, Lecce nei Marsi",US 3,settlement ,13.68,41.93,B,Pearce 2013a,
2341,AECV-2012C,,,6860,60,,charcoal,,147,"Rio Tana, Lecce nei Marsi",US 5,settlement ,13.68,41.93,B,Pearce 2013a,
2342,Arc-1962,,,2522,40,,,,12143,Saint-Martin-de-Corléans,,megalithic site,7.297,45.735,B,Skeates 2001,
2343,B-5087,,,5730,40,,,,253,"Pizzo di Bodio, Varese",layer US 360,,8.8333,45.8,B,Skeates and Whitehouse 1997,
2344,B-5088,,,6060,50,,,,253,"Pizzo di Bodio, Varese",layer US 326,,8.8333,45.8,B,Skeates and Whitehouse 1997,
2345,B-5090,,,6320,80,,,,253,"Pizzo di Bodio, Varese",,,8.8333,45.8,B,Pinhasi et al. 2005,
2346,B-5326,,,4150,90,,charcoal,,255,"Pizzo del Bodio, Bodio Lomnago","Trial trench 1, US 6",settlement ,8.8333,45.8,B,Pearce 2013a,
2347,B-5329,,,5710,90,,,,253,"Pizzo di Bodio, Varese",layer US 360,,8.8333,45.8,B,Skeates and Whitehouse 1997,
2348,Beta-,,NoLabID,4140,100,,,,2378,Grotta San Angelo di Ostuni,,cave,17.5774,40.7288,B,CalPal; Coppola et al. 2017,
2349,Beta-,,NoLabID,4700,65,,,,16613,"Grotta dei Colombi, Isola Palmaria",,cave,9.8431,44.0384,B,Skeates and Whitehouse 1997-98,
2350,Beta-,,NoLabID,2970,70,,bone,Homo Sapiens,16695,Castelfranco di Sotto,,,10.75,43.7,B,Skeates and Whitehouse 1997,
2351,Beta-,,NoLabID,4600,50,,bone,,16699,"Isola di Giannutri, Grosseto",,,11.1036,42.2539,B,Skeates and Whitehouse 1997,
2352,Beta-,,NoLabID,3490,50,,bone,Bos,16700,Sesto Fiorentino,,,11.2,43.8333,B,Skeates and Whitehouse 1997,
2353,Beta-,,NoLabID,3260,60,,bone,Canis,16700,Sesto Fiorentino,,,11.2,43.8333,B,Skeates and Whitehouse 1997,
2354,Beta-,,NoLabID,4920,40,,bone,Homo Sapiens,16700,Sesto Fiorentino,,,11.2,43.8333,B,Skeates and Whitehouse 1997,
2355,Beta-,,NoLabID,2450,80,,charcoal,,16702,Frascole,,,11.5383,43.8816,B,Skeates and Whitehouse 1997,
2356,Beta-,,NoLabID,4640,50,,bone,Homo Sapiens,16723,"Colle V.E., Siena",,,12.9389,43.4981,B,Skeates and Whitehouse 1997,
2357,Beta-141093,,,3530,50,,bone,Homo Sapiens,828,"Grotta di Monte Salviano, Avezzano",,cave,13.4058,42.0253,B,Van Rossenberg 2012,
2358,Beta-145956,,,7740,50,,,,346,"Grotta di Su Coluru, Laerru",layer L2,cave,8.8,40.8,B,Pearce 2013a,
2359,Beta-145957,,,7920,50,,,,346,"Grotta di Su Coluru, Laerru",layer L3,cave,8.8,40.8,B,Pearce 2013a,
2360,Beta-149259,,,6350,70,,,,350,Catignano,"Feature 501, spit 1",settlement ,13.9501,42.3463,B,Tozzi and Zamagni 2003; Pearce 2013a,
2361,Beta-149260,,,6330,40,,,,350,Catignano,"Feature 501, spit 3",settlement ,13.9501,42.3463,B,Tozzi and Zamagni 2003; Pearce 2013a,
2362,Beta-149261,GrA-,,5070,40,,charcoal,,12938,"Contraguda, Perfugas","layer 5; Area 3, square m19-20, structure 302, layer 5; Ozieri context",settlement,8.8777,40.8317,B,Spanedda 2006,
2363,Beta-158321,,,6290,40,,,,350,Catignano,Feature 511,settlement ,13.9501,42.3463,B,Tozzi and Zamagni 2003; Pearce 2013a,
2364,Beta-167164,,,6130,40,,charcoal,,350,Catignano,Feature 502/510,settlement ,13.9501,42.3463,B,Tozzi and Zamagni 2003; Pearce 2013a,
2365,Beta-167929,,,6400,40,,,,346,"Grotta di Su Coluru, Laerru",layer F1,cave,8.8,40.8,B,Pearce 2013a,
2366,Beta-167930,,,6680,160,,,,346,"Grotta di Su Coluru, Laerru",layer H,cave,8.8,40.8,B,Pearce 2013a,
2367,Beta-167931,,,6830,80,,,,346,"Grotta di Su Coluru, Laerru",layer I1,cave,8.8,40.8,B,Pearce 2013a,
2368,Beta-167932,,,7400,40,,,,346,"Grotta di Su Coluru, Laerru",layer L1,cave,8.8,40.8,B,Pearce 2013a,
2369,Beta-171118,,,3320,80,,,,10034,San Marco,,settlement,16.1365,41.9088,B,Moroni Lanfredini and Benvenuti 2010,
2370,Beta-171597,,,4050,40,,,,13121,"Defensola B, Gargano",,mine (flint),16.1396,41.8999,B,Muntoni and Tarantini 2011,
2371,Beta-181546,,,6090,40,,charcoal,,15734,Cala Giovanna,,settlement,10.083,42.619,B,Gabriele and Boschian 2009,
2372,Beta-183491,,,3240,40,,bone,Homo Sapiens,375,"Arma della Gastea, Valle Argentina",(BM),,7.6988,44.0258,B,Capuzzo et al. 2014,
2373,Beta-205639,,,3320,40,,bone,Homo Sapiens,383,Gradisca di Sedegliano,Grave in pit 1/2004 (BM),,12.9688,46.0073,B,Capuzzo et al. 2014,
2374,Beta-215477,,,3150,40,,wood,,18473,San Lorenzo a Greve,US 607,settlement,11.1906,43.7675,B,Hinz et al. 2012,
2375,Beta-216472,,,3530,40,,bone,Homo Sapiens,383,Gradisca di Sedegliano,Grave in pit 3/2005,,12.9688,46.0073,B,Capuzzo et al. 2014,
2376,Beta-216473,,,3340,40,,bone,Homo Sapiens,383,Gradisca di Sedegliano,Grave in pit 4/2005,,12.9688,46.0073,B,Capuzzo et al. 2014,
2377,Beta-217911,,,5900,50,,wood,Alnus,393,"Isolino di Varese, Biandronno","Wooden platform, post 26, US 4",settlement ,8.7333,45.8167,B,Banchieri 2009; Pearce 2013a,
2378,Beta-223477,,,5870,40,,wood,Acer,393,"Isolino di Varese, Biandronno","Wood from collapsed vertical structure, N Area d 101",settlement ,8.7333,45.8167,B,Banchieri 2009; Pearce 2013a,
2379,Beta-244374,,,6040,50,,wood,,393,"Isolino di Varese, Biandronno","N Area, sample 128/2006",settlement ,8.7333,45.8167,B,Banchieri 2009; Pearce 2013a,
2380,Beta-254621,,,5800,50,,wood,,393,"Isolino di Varese, Biandronno","Plank 945, US 231",settlement ,8.7333,45.8167,B,Banchieri 2009; Pearce 2013a,
2381,Beta-254622,,,5880,40,,wood,,393,"Isolino di Varese, Biandronno","Post 168, US 296",settlement ,8.7333,45.8167,B,Banchieri 2009; Pearce 2013a,
2382,Beta-254623,,,5950,40,,wood,,393,"Isolino di Varese, Biandronno",Post 170 US 339,settlement ,8.7333,45.8167,B,Banchieri 2009; Pearce 2013a,
2383,Beta-314642,,,9450,50,,charcoal,,25807,Vallone Inferno,,settlement   ,13.933,37.8716,B,CalPal,
